id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2033191,Green Lake VIEW 2 Bed 1 Bath Apt,10437300,Paul,Other neighborhoods,Green Lake,47.67612,-122.33221,Entire home/apt,196,3,163,6/19/2024,1.32,1,276,28,STR-OPLI-19-001403
2037250,Bedroom with Private Spa-like Bath,1865986,Sheldon,Other neighborhoods,Greenwood,47.68434,-122.3572,Private room,95,3,109,6/17/2024,0.87,2,64,9,STR-OPLI-19-001288
2069917,1 Bdrm N. Beacon Hill Apt-East Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57325,-122.3074,Entire home/apt,89,30,99,5/22/2024,0.87,1,297,2,STR-OPLI-19-002965
2118253,UW Spacious & Elegant 5 guests OK,3074414,Melissa,University District,University District,47.66789,-122.3008,Entire home/apt,178,30,35,9/6/2021,0.28,132,130,0,
2150760,Seward Park Cottage,10977007,Michelle,Seward Park,Seward Park,47.55264,-122.27113,Entire home/apt,138,2,222,5/19/2024,1.77,1,39,19,STR-OPLI-20-001164
2197168,Adorable Cottage near Light Rail,11206862,Tammi,Beacon Hill,North Beacon Hill,47.57882,-122.30842,Entire home/apt,139,30,173,4/1/2024,1.37,1,296,4,STR-OPLI-19-003105
2215336,2 bed Greenlake Apt- block from lake. Pets.,11299221,Kelly,Other neighborhoods,Green Lake,47.67334,-122.33451,Entire home/apt,166,2,183,6/21/2024,1.51,4,218,25,STR-OPLI-19-002778
2234730,Center UW Bright/Quiet Wood FL 205,3074414,Melissa,University District,University District,47.66082,-122.31358,Entire home/apt,115,30,41,9/22/2023,0.38,132,244,1,STR-OPLI-19-002570
2267862,Ballard Modern Studio,11580391,Shawn,Ballard,West Woodland,47.66577,-122.36659,Entire home/apt,135,2,51,5/26/2024,0.52,1,112,7,STR-OPLI-19-002461
2297917,Carkeek Retreat,11737076,Donna,Other neighborhoods,Broadview,47.70914,-122.36338,Entire home/apt,100,1,180,6/14/2024,1.43,1,280,24,STR-OPLI-19-002074
2298775,Secluded Setting in North Seattle B,225830,Lee & Steve,Northgate,Maple Leaf,47.69968,-122.30691,Private room,60,10,96,5/24/2024,0.77,1,144,7,STR-OPLI-19-002399
2391699,Hidden Artistic GEM & BEST of Seattle-Clean!!!,1123549,Sandy,Other neighborhoods,Fremont,47.65401,-122.34515,Private room,65,2,627,6/7/2024,5.12,2,56,40,STR-OPLI-19-002184
2396734,"Modern 2 bdrm, 2 Lofts apt, 50A EV charger, prkng.",4384828,Monique,Ballard,Adams,47.67529297,-122.3888168,Entire home/apt,219,30,162,6/16/2024,1.3,2,333,23,STR-OPLI-19-002571
2446384,Ravenna Daylight Basement Suite,12509177,Susan And Joel,Other neighborhoods,Ravenna,47.6824,-122.30303,Private room,70,1,246,6/23/2024,2.55,1,74,70,STR-OPLI-19-000794
2471659,"Charming, split-level 1BD retreat",2824920,Gerrit & Ann,Rainier Valley,Columbia City,47.55217,-122.28502,Entire home/apt,98,2,466,6/4/2024,3.88,1,291,30,STR-OPLI-20-000386
2481189,City-Centric Queen Anne Getaway,12693172,Laura & Peter,Queen Anne,East Queen Anne,47.63757,-122.34593,Entire home/apt,226,2,149,6/21/2024,1.19,1,269,28,STR-OPLI-23-000906
2486612,"Quiet Second Floor ""Zen"" Apartment",6433045,Joseph,Beacon Hill,North Beacon Hill,47.5739,-122.30978,Entire home/apt,85,30,368,5/15/2024,2.93,1,264,22,STR-OPLI-19-000751
2522091,Apartment Ocean and Mountain Views,12913415,Michelle,West Seattle,North Admiral,47.587074,-122.393158,Entire home/apt,164,3,200,6/9/2024,1.6,2,279,13,STR-OPLI-19-001727
2536507,Alki Beach Studio Oasis Quiet Escape & Sweeping Ocean Views,5570855,Marian,West Seattle,North Admiral,47.58378,-122.39909,Entire home/apt,171,2,587,6/2/2024,4.71,2,322,38,STR-OPLI-19-001306
2578855,Cozy Suite in Even Cozier Location!,5507715,Stephanie,Other neighborhoods,Greenwood,47.68469,-122.35214,Entire home/apt,98,3,421,6/15/2024,3.39,1,147,33,STR-OPLI-19-000012
2612399,Studio Loft Garden Cottage,4485958,Phil And Andrea,Central Area,Madrona,47.60929,-122.29554,Entire home/apt,116,5,526,6/15/2024,4.28,2,124,49,STR-OPLI-19-000461
2614238,Mid Century Lakefront Condo,13386991,Kelly,Central Area,Leschi,47.59676,-122.28667,Entire home/apt,85,30,16,5/20/2024,0.13,1,111,6,
2614387,"Artistic Hidden GEM & Best of Seattle, Clean!!!",1123549,Sandy,Other neighborhoods,Fremont,47.6551,-122.34316,Private room,70,2,684,6/13/2024,5.49,2,66,50,STR-OPLI-19-002184
2620429,Downtown Convention Center 2BR 2BA,30832,Siena C.C.,Downtown,First Hill,47.61165,-122.32899,Entire home/apt,353,3,486,6/14/2024,3.95,5,210,34,STR-OPLI-22-000016
2670365,Light-Filled Room in 1908 Victorian in Hip Capitol Hill,13669439,Matthew,Capitol Hill,Stevens,47.63193,-122.30955,Private room,55,30,275,12/20/2023,2.49,2,230,2,STR-OPLI-19-001123
2686374,"Old Ballard 2nd flr & loft, parking, low fees",2231298,Chris,Ballard,Adams,47.67294,-122.38311,Entire home/apt,227,1,748,4/14/2024,6.02,3,306,47,STR-OPLI-20-000768
2692126,"Queen Anne Apt near Climate Pledge, SLU, Downtown",106972,Kelly,Queen Anne,East Queen Anne,47.63007,-122.34499,Entire home/apt,144,3,308,6/18/2024,2.56,3,132,33,STR-OPLI-21-000558
2693672,[Brand New Renovation] Space Needle Condo,13786062,Lucy,Downtown,Belltown,47.61855,-122.34512,Entire home/apt,137,5,229,6/22/2024,1.85,2,65,34,STR-OPLI-19-001626
2693700,Fremont Urban Oasis,13786376,Manuela,Other neighborhoods,Fremont,47.65456,-122.3594,Entire home/apt,150,2,633,6/22/2024,5.17,1,297,69,STR-OPLI-19-001716
2710274,South Room in Cozy Charming 1905 Cottage,10392662,Sheryl,Other neighborhoods,Wallingford,47.65924,-122.33191,Private room,,30,190,8/31/2023,1.53,2,21,1,STR-OPLI-23-000939
2727808,Fremont Cozy Cottage,13959773,Rose Michelle,Other neighborhoods,Fremont,47.65856,-122.35146,Entire home/apt,95,14,214,4/3/2020,1.73,1,292,0,STR-OPLI-19-002117
2731253,The Pad,601600,Hal,Other neighborhoods,Fremont,47.65361,-122.34931,Entire home/apt,169,3,338,6/21/2024,2.73,2,317,23,STR-OPLI-19-000772
2760312,The Roost - Restful Apartment with AC & Gym,14107195,Jean-Sébastien,Other neighborhoods,Fremont,47.65412,-122.35262,Entire home/apt,220,2,465,6/22/2024,3.78,4,5,24,STR-OPLI-19-001250
2762241,High End Phinney Apartment,14127360,Anne,Other neighborhoods,Phinney Ridge,47.67279,-122.35926,Entire home/apt,125,3,52,4/13/2024,0.43,1,107,2,STR-OPLI-23-000451
2809796,Garden Cottage near beach/downtown,14372052,Kathleen,Delridge,North Delridge,47.56628,-122.36652,Entire home/apt,88,2,389,6/15/2024,3.18,1,277,37,STR-OPLI-19-002024
2830174,"Fun, Cozy Seattle Launchpad",3381463,Katrina,Central Area,Atlantic,47.59485,-122.3095,Private room,71,30,29,5/29/2016,0.23,1,83,0,
2847177,Fast internet short walk to UW (209),3074414,Melissa,University District,University District,47.66315,-122.31348,Entire home/apt,120,30,24,9/13/2022,0.19,132,85,0,STR-OPLI-20-000157
2882641,"No Cleaning Fee!  Quiet, urban Capitol Hill house",13240442,Adam,Capitol Hill,Stevens,47.62494,-122.30343,Entire home/apt,175,6,99,5/27/2024,0.81,2,267,6,STR-OPLI-19-000293
2923529,Fremont Sunrise View with Free Parking,14926558,Sarah & Katie,Queen Anne,North Queen Anne,47.64714,-122.35336,Entire home/apt,205,2,412,6/13/2024,3.35,1,222,31,STR-OPLI-19-001477
2931922,"2 Baths W/D,View walk UW (302)",3074414,Melissa,University District,University District,47.66308,-122.30442,Entire home/apt,190,30,45,9/20/2023,0.38,132,55,4,STR-OPLI-19-002641
2935486,2-bdrm Waterfront Downtown Seattle,14015217,Elsie,Downtown,Belltown,47.615265,-122.349747,Entire home/apt,306,1,538,6/9/2024,4.38,1,288,43,STR-OPLI-19-000863
2948548,Center UW Fast Internet Comfy 109,3074414,Melissa,University District,University District,47.66094,-122.31542,Entire home/apt,125,30,45,1/29/2024,0.37,132,129,1,STR-OPLI-20-002641
2950213,Entire artist's  apt in hip hood,15060417,Ginny,Ballard,Adams,47.66482,-122.38316,Entire home/apt,300,5,146,9/10/2023,1.2,1,231,7,STR-OPLI-20-000043
2970666,"Spacious, Modern, Location",1121532,Melissa,Capitol Hill,Broadway,47.62192,-122.32569,Entire home/apt,157,30,194,1/31/2024,1.58,10,282,2,STR-OPLI-19-001708
2976798,Cozy City Bedroom and Den,2066223,Patricia,Other neighborhoods,Wallingford,47.65491,-122.32722,Private room,72,2,312,6/6/2024,2.72,1,17,33,STR-OPLI-20-000938
2989758,Sunny Craftsman home in Fremont,1730412,Desdemona,Other neighborhoods,Fremont,47.66143,-122.35278,Entire home/apt,143,2,345,6/6/2024,2.82,1,12,32,STR-OPLI-19-001029
2995996,The Blue House on Thomas Corner in Madison Valley,2781551,Ron,Central Area,Mann,47.62126,-122.29708,Entire home/apt,399,30,63,2/26/2022,0.52,4,0,0,STR-OPLI-19-001833
3022308,"Walk to UW, U Village,  Serene A",3074414,Melissa,University District,University District,47.6647,-122.30345,Entire home/apt,115,30,8,9/3/2022,0.07,132,244,0,
3022564,Contemporary Studio in Columbia City,12086787,Marcus,Rainier Valley,Columbia City,47.55995,-122.28322,Entire home/apt,107,1,822,6/6/2024,6.72,2,279,78,STR-OPLI-19-003235
3053269,Historic Ballard Home low fees & parking,2231298,Chris,Ballard,Adams,47.67251521,-122.3815212,Entire home/apt,585,1,130,5/27/2024,1.27,3,245,17,STR-OPLI-20-000768
3061918,Cape Cod Cottage - Quiet & Convenient,15566972,Scott,West Seattle,North Admiral,47.57142,-122.38029,Private room,100,30,41,9/2/2019,0.33,1,201,0,
3121829,Fam friendly townhouse with Peloton! Near it all.,4152568,Barrie,Ballard,Adams,47.67204,-122.38053,Entire home/apt,,4,38,10/28/2023,0.31,1,5,2,STR-OPLI-19-000550
3158243,"Washer Dryer, U Village, Ravenna  (304)",3074414,Melissa,University District,University District,47.66351,-122.30233,Entire home/apt,165,30,76,10/22/2023,0.62,132,77,10,STR-OPLI-19-002641
3254956,"1 Bedroom, 800 SqFt Apt, U.District/Wallingford",6680836,Dimple,Other neighborhoods,Wallingford,47.65434,-122.32898,Entire home/apt,129,3,52,10/31/2023,0.43,2,296,1,STR-OPLI-23-000989
3263071,New carpet Walk to UW. Quiet Top 50,3074414,Melissa,University District,University District,47.65928,-122.317,Entire home/apt,112,30,43,4/26/2023,0.35,132,205,0,
3269390,Detached Private Guest Cottage in Sought-After Neighborhood,12171359,Diane,Queen Anne,West Queen Anne,47.63268,-122.3671,Entire home/apt,183,3,529,6/10/2024,4.34,3,299,49,STR-OPLI-19-003085
3273014,Center UW Clean & bright 202,3074414,Melissa,University District,University District,47.66155,-122.315,Entire home/apt,125,30,22,9/19/2023,0.18,132,105,1,STR-OPLI-19-002641
3273240,"Romantic NY style loft in Pioneer Square, Seattle",13697241,Bonnie,Downtown,Pioneer Square,47.6002,-122.3338,Entire home/apt,253,2,369,6/24/2024,3.03,1,211,51,STR-OPLI-19-001453
3303376,Brick loft w comfy bed and heat/aircon,30559,Angielena,Other neighborhoods,Georgetown,47.55043,-122.31837,Private room,78,2,209,6/7/2024,1.72,10,320,25,Exempt
3303857,"Cool, Fast WIFI walk to UW (14)",3074414,Melissa,University District,University District,47.65707,-122.3166,Entire home/apt,125,30,31,9/8/2022,0.25,132,53,0,
3308979,Modern City Home+Views+Hot tub+Parking,16708587,Jill,Queen Anne,West Queen Anne,47.63089,-122.36778,Entire home/apt,806,1,134,5/17/2024,1.11,5,35,31,STR-OPLI-19-002872
3312406,Seattle Urban-Chic Studio Cottage,16727906,Tory,Other neighborhoods,Fremont,47.66074,-122.35705,Entire home/apt,229,2,334,6/2/2024,2.75,2,200,12,STR-OPLI-19-002982
3379116,An Enchanting Hidden Gem in the Heart of Seattle,14138534,Jill,Cascade,Eastlake,47.64627,-122.32271,Entire home/apt,314,7,219,12/1/2023,1.84,1,300,3,STR-OPLI-19-001515
3385421,Triple Venti View & Penthouse Style Lux,16255476,Ken,Downtown,Pike-Market,47.61088,-122.34389,Entire home/apt,,30,36,8/16/2021,0.3,3,286,0,
3405896,Styled West Seattle Studio Near Nature Trails,10219841,Conni & Stew,Delridge,High Point,47.55138,-122.37518,Entire home/apt,134,6,79,6/17/2024,1.2,1,10,20,STR-OPLI-20-000447
3441450,Serene Escape - Pike Place Market,16587333,Rob And Jessica,Downtown,Central Business District,47.6076,-122.33938,Entire home/apt,250,7,88,5/29/2024,0.73,2,295,14,STR-OPLI-19-000850
3441487,1 Bedroom Suite near Downtown Seattle & Swedish,17342935,David,Downtown,Yesler Terrace,47.60487,-122.32054,Entire home/apt,135,30,9,9/16/2023,0.08,3,324,1,
3505739,Water view! Seattle - Alki Beach View Bungalow,1801138,Shauna,West Seattle,Alki,47.57776,-122.40721,Entire home/apt,192,1,304,6/16/2024,2.51,3,44,22,STR-OPLI-19-003172
3505829,"Off-Street Parking, EV Charger + Dogs Welcome!",6668610,Don,Other neighborhoods,Wallingford,47.658749,-122.328133,Entire home/apt,352,4,18,7/28/2023,0.15,1,38,4,STR-OPLI-19-002175
3510818,Charming Pre-War Ballard Cottage,5635244,Shannon,Ballard,Whittier Heights,47.67915,-122.37173,Entire home/apt,200,10,114,9/22/2023,0.95,2,28,3,STR-OPLI-19-001088
3535171,"Comfortable, quiet room in Craftsman style house",3152296,Lynda,Other neighborhoods,Greenwood,47.6866,-122.3547,Private room,60,30,203,6/30/2023,1.68,2,53,1,
3543247,"Private Sauna, cold plunge, Hot Tub and E-bikes",17834927,Jeffrey,Other neighborhoods,Greenwood,47.69589,-122.35908,Entire home/apt,232,1,837,6/23/2024,7.12,2,198,98,STR-OPLI-19-000037
3559811,"Center UW, Comfy, Quiet &View (303)",3074414,Melissa,University District,University District,47.66246,-122.31471,Entire home/apt,120,30,44,2/25/2024,0.37,132,312,1,STR-OPLI-19-002641
3637180,Room in Cute Craftsman Style House,3152296,Lynda,Other neighborhoods,Greenwood,47.68812,-122.35501,Private room,60,30,217,2/3/2020,1.79,2,74,0,
3652078,Seattle Houseboat Stay on the Water,525710,Libby,Queen Anne,North Queen Anne,47.65233,-122.36351,Entire home/apt,,180,3,9/3/2021,0.03,2,101,0,
3673011,Cozy & Private Room in the Heart of Columbia City,1859394,Andrew,Rainier Valley,Columbia City,47.55822,-122.28444,Private room,69,30,85,8/4/2019,0.7,1,124,0,
3678718,Cozy 1 Bdrm Basement Apartment in Heart of Ballard,5776729,Ballard Odd Fellows,Ballard,Adams,47.66911,-122.37957,Entire home/apt,130,2,388,6/19/2024,3.23,1,238,31,STR-OPLI-19-002988
3679617,"Center UW, Comfy, Clean &View (204)",3074414,Melissa,University District,University District,47.66314,-122.31304,Entire home/apt,120,30,24,8/19/2023,0.2,132,85,1,
3689416,Cozy Cove - private bath,6533205,Lauren,Other neighborhoods,Bitter Lake,47.72494,-122.35308,Private room,48,30,30,11/18/2021,0.25,2,99,0,STR-OPLI-19-003183
3706719,Center UW Comfy  Clean Quiet Remodeled Kitchen 306,3074414,Melissa,University District,University District,47.66157,-122.31288,Entire home/apt,125,30,31,9/30/2023,0.26,132,106,1,STR-OPLI-19-002641
3739681,Spacious 2 brd close to everything,832888,Matt And Jess,Other neighborhoods,Wallingford,47.66159,-122.33325,Entire home/apt,135,30,81,8/29/2023,0.67,1,169,2,str-opli-19-003512
3766055,Beautiful Ravenna Hardwoods UW,19292422,Claire,Other neighborhoods,Ravenna,47.68130415,-122.3115885,Private room,55,30,89,12/15/2023,0.74,1,178,3,STR-OPLI-19-001254
3770248,"Center UW, 98 Walk Score Convenient Comfy  (212)",3074414,Melissa,University District,University District,47.66131,-122.31499,Entire home/apt,120,30,26,8/12/2023,0.22,132,64,1,STR-OPLI-19-002641
3772674,Cozy Ballard Apartment,18232665,Kim,Ballard,Adams,47.67345,-122.39416,Entire home/apt,120,3,378,6/21/2024,3.16,1,44,29,STR-OPLI-19-001597
3818746,"Alki Beach View Home, Two Blocks Above the Beach",33360,Laura,West Seattle,North Admiral,47.58366,-122.39911,Entire home/apt,354,3,126,4/25/2024,1.1,7,294,8,STR-OPLI-19-001327
3835995,Ballard Craftsman Charmer,19756727,Jamie,Ballard,West Woodland,47.67209,-122.36332,Entire home/apt,120,30,370,10/15/2023,3.08,1,297,2,STR-OPLI-19-000185
3861673,Beautiful Guest Suite for 2 in Ballard,19928221,Debbie,Ballard,Whittier Heights,47.68551,-122.37523,Entire home/apt,103,1,1404,6/21/2024,11.74,1,216,120,STR-OPLI-20-000712
3908378,Cozy Suite in Ballard Craftsman,1611939,Andrew,Ballard,Whittier Heights,47.67616,-122.36682,Entire home/apt,130,2,609,6/23/2024,5.08,1,48,56,STR-OPLI-19-002749
3921664,Arboretum 1-Bedroom w/ AC & Parking,20314969,Ariel,Central Area,Harrison/Denny-Blaine,47.62415,-122.29188,Entire home/apt,166,1,222,6/14/2024,2.15,1,40,46,STR-OPLI-23-000628
3959460,upper level apt in duplex with view,7307064,Beth,Other neighborhoods,Phinney Ridge,47.68012,-122.35336,Entire home/apt,154,30,147,3/24/2022,1.23,1,88,0,STR-OPLI-20-000071
3992155,Downtown Seattle Studio - Belltown,8616799,Jana,Downtown,Belltown,47.6184,-122.34545,Entire home/apt,72,30,221,6/17/2024,1.87,1,187,5,STR-OPLI-19-003197
4000591,The Haven - A Stylish Townhome on Queen Anne,18700451,Jun,Queen Anne,East Queen Anne,47.63846,-122.35247,Entire home/apt,700,2,38,6/20/2024,1.82,1,57,17,STR-OPLI-22-001609
4025954,Greenlake Getaway,20873639,James,Other neighborhoods,Green Lake,47.67798,-122.33059,Entire home/apt,90,30,107,1/19/2020,0.9,1,174,0,STR-OPLI-20-000092
4026757,GREENLAKE SUITES - center of seattle,10061445,Roland,Other neighborhoods,Wallingford,47.66667938,-122.3392029,Entire home/apt,215,1,493,12/27/2023,4.14,2,329,23,STR-OPLI-19-001891
4046863,GREENLAKE BUNGALOW - center of seattle,10061445,Roland,Other neighborhoods,Wallingford,47.6662674,-122.3390274,Entire home/apt,241,1,439,6/10/2024,3.68,2,343,28,STR-OPLI-19-001891
4053972,Cheery and Sweet Madrona Apartment,2325108,Josh And Nicole,Central Area,Madrona,47.6164,-122.28406,Entire home/apt,110,21,211,5/12/2024,1.77,1,100,9,STR-OPLI-19-002529
4069543,West Seattle - Private Family Suite,6584748,Sean And Karla,West Seattle,Fauntleroy,47.53106,-122.39281,Private room,120,1,291,6/22/2024,2.44,2,46,33,STR-OPLI-19-001102
4100009,Spacious 1BR in upper Fremont,14012754,Lara,Other neighborhoods,Fremont,47.66135,-122.35633,Entire home/apt,110,2,252,6/22/2024,2.12,4,236,29,STR-OPLI-19-000778
4113197,"Greenwood Condo, Spa & Gym",6533205,Lauren,Other neighborhoods,Bitter Lake,47.72293,-122.35426,Entire home/apt,18,30,7,11/16/2023,0.06,2,270,1,
4129218,"Stylish Studio, Lives like 1 BR w/ Full Kitchen",19294641,Derek,Capitol Hill,Broadway,47.62347412,-122.318985,Entire home/apt,142,1,423,6/21/2024,4.07,1,103,34,STR-OPLI-19-003013
4137114,P2 Cosmo living - Convention Center on Pike St,9058822,Andre And Joel,Downtown,Central Business District,47.61327,-122.3306,Entire home/apt,205,7,286,6/7/2024,2.42,3,307,8,STR-OPLI-19-000810
4165554,UW Elegant & Clean  (48),3074414,Melissa,University District,University District,47.65836,-122.31606,Entire home/apt,125,2,25,5/31/2024,0.23,132,324,4,STR-OPLI-19-000157
4170863,Mother in Law Apartment- Queen Bed,19193158,Faith,Central Area,Leschi,47.60381,-122.29562,Entire home/apt,140,3,200,5/1/2024,1.69,1,284,13,STR-OPLI-21-000003
4204939,"Charming Main Level home, close to everything",21816248,Ramnika,Other neighborhoods,Ravenna,47.68009,-122.30059,Entire home/apt,193,2,77,6/23/2024,2.53,1,33,22,STR-OPLI-21-001366
4211081,Cozy Capitol Hill Home,1379358,Peter,Capitol Hill,Broadway,47.6226,-122.31708,Entire home/apt,307,2,309,6/9/2024,2.63,1,311,19,STR-OPLI-19-002541
4236723,"Historic Ballard 1st floor unit, parking, low fees",2231298,Chris,Ballard,Adams,47.67322,-122.38261,Entire home/apt,253,1,673,6/1/2024,5.7,3,221,44,STR-OPLI-20-000768
4263136,minimal and artful room in Seattle,2350534,Marta,Capitol Hill,Broadway,47.62664,-122.32823,Entire home/apt,546,32,20,3/7/2015,0.17,1,83,0,
4270642,Remodeled wood Floor walk to UW 101,3074414,Melissa,University District,University District,47.66305,-122.31444,Entire home/apt,115,30,59,11/12/2022,0.5,132,254,0,
4279578,Bright GreenLake studio + free off-street parking,22218808,Donna,Other neighborhoods,Green Lake,47.68239,-122.32743,Entire home/apt,109,1,485,6/13/2024,4.12,1,17,55,STR-OPLI-20-000264
4286182,"Bright Basement Apartment w/ Private Patio, Grill",19039209,Ted,Central Area,Mann,47.61329,-122.30005,Entire home/apt,177,2,264,6/2/2024,3.15,1,87,34,STR-OPLI-19-002345
4287974,Cozy Seattle Home for 2-6 guests,20219463,Dan,Other neighborhoods,Windermere,47.67141,-122.27607,Entire home/apt,147,30,114,10/15/2019,0.98,1,37,0,
4324917,"Spacious, private apartment on Queen Anne Hill",1628476,Ralph,Queen Anne,Lower Queen Anne,47.63166,-122.36083,Entire home/apt,89,2,323,6/18/2024,2.84,1,133,47,STR-OPLI-19-001631
